Usuario,Ordenador,ID,Tipo de sesión,Grupo,Inicio,Final,Duración,Moneda,Tarifa,Facturación,Notas
"MDC - CAD/CAM","Sin nombre","1726622690","Control remoto","Dispositivos sin nombre","2025-03-03 11:19","2025-03-03 12:02","44","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1081316827","Control remoto","Dispositivos sin nombre","2025-03-03 11:08","2025-03-03 11:09","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","482269010","Control remoto","Dispositivos sin nombre","2025-03-03 10:48","2025-03-03 10:56","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1644453107","Control remoto","Dispositivos sin nombre","2025-03-03 10:48","2025-03-03 10:53","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1053019340","Control remoto","Dispositivos sin nombre","2025-03-03 10:43","2025-03-03 10:44","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","482269010","Control remoto","Dispositivos sin nombre","2025-03-03 09:22","2025-03-03 09:34","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","482269010","Control remoto","Dispositivos sin nombre","2025-03-03 09:21","2025-03-03 09:21","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1081316827","Control remoto","Dispositivos sin nombre","2025-03-03 08:48","2025-03-03 08:52","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1479908633","Control remoto","Dispositivos sin nombre","2025-02-28 01:11","2025-02-28 01:16","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1479908633","Control remoto","Dispositivos sin nombre","2025-02-27 19:46","2025-02-27 20:20","35","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1479908633","Control remoto","Dispositivos sin nombre","2025-02-27 13:52","2025-02-27 14:01","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1123938242","Control remoto","Dispositivos sin nombre","2025-02-27 10:26","2025-02-27 10:48","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1123938242","Control remoto","Dispositivos sin nombre","2025-02-27 10:00","2025-02-27 10:23","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1123938242","Control remoto","Dispositivos sin nombre","2025-02-27 09:58","2025-02-27 10:00","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","902409462","Control remoto","Dispositivos sin nombre","2025-02-26 15:27","2025-02-26 16:04","37","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","902409462","Control remoto","Dispositivos sin nombre","2025-02-26 14:56","2025-02-26 15:06","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1467400547","Control remoto","Dispositivos sin nombre","2025-02-26 13:42","2025-02-26 14:07","25","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1389202435","Control remoto","Dispositivos sin nombre","2025-02-25 19:00","2025-02-25 19:30","30","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","947014912","Control remoto","Dispositivos sin nombre","2025-02-25 18:08","2025-02-25 19:30","82","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1080312951","Control remoto","Dispositivos sin nombre","2025-02-25 17:45","2025-02-25 17:46","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1080312951","Control remoto","Dispositivos sin nombre","2025-02-25 17:35","2025-02-25 18:05","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","266127949","Control remoto","Dispositivos sin nombre","2025-02-25 17:34","2025-02-25 17:46","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1123938242","Control remoto","Dispositivos sin nombre","2025-02-25 17:26","2025-02-25 17:53","27","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1333013789","Control remoto","Dispositivos sin nombre","2025-02-25 16:09","2025-02-25 16:37","29","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","947014912","Control remoto","Dispositivos sin nombre","2025-02-25 15:42","2025-02-25 18:05","143","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","658071181","Control remoto","Dispositivos sin nombre","2025-02-25 15:35","2025-02-25 15:42","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","611133395","Control remoto","Dispositivos sin nombre","2025-02-25 14:56","2025-02-25 15:48","52","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","619272824","Control remoto","Dispositivos sin nombre","2025-02-25 14:53","2025-02-25 15:33","41","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-25 14:49","2025-02-25 14:49","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-25 14:49","2025-02-25 14:49","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-25 14:48","2025-02-25 14:49","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","611133395","Control remoto","Dispositivos sin nombre","2025-02-25 14:27","2025-02-25 14:52","25","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-25 14:20","2025-02-25 14:20","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-25 14:19","2025-02-25 14:19","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-25 14:18","2025-02-25 14:19","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-25 14:18","2025-02-25 14:19","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-25 14:11","2025-02-25 14:19","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","658071181","Control remoto","Dispositivos sin nombre","2025-02-25 13:42","2025-02-25 14:14","33","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1389202435","Control remoto","Dispositivos sin nombre","2025-02-25 12:45","2025-02-25 15:10","146","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1389202435","Control remoto","Dispositivos sin nombre","2025-02-24 18:25","2025-02-24 18:31","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","205861346","Control remoto","Dispositivos sin nombre","2025-02-24 16:03","2025-02-24 16:56","53","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-02-24 15:27","2025-02-24 17:32","125","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","281862429","Control remoto","Dispositivos sin nombre","2025-02-24 14:49","2025-02-24 16:38","109","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1510874023","Control remoto","Dispositivos sin nombre","2025-02-24 13:38","2025-02-24 15:30","113","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1136458048","Control remoto","Dispositivos sin nombre","2025-02-24 13:36","2025-02-24 14:49","73","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1136458048","Control remoto","Dispositivos sin nombre","2025-02-24 13:16","2025-02-24 13:31","16","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1510874023","Control remoto","Dispositivos sin nombre","2025-02-24 12:36","2025-02-24 12:39","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1709512286","Control remoto","Dispositivos sin nombre","2025-02-24 10:44","2025-02-24 11:03","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1530430974","Control remoto","Dispositivos sin nombre","2025-02-22 12:00","2025-02-22 12:07","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","731738338","Control remoto","Dispositivos sin nombre","2025-02-22 11:55","2025-02-22 11:57","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1136458048","Control remoto","Dispositivos sin nombre","2025-02-21 15:56","2025-02-21 16:16","20","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1643579493","Control remoto","Dispositivos sin nombre","2025-02-21 13:27","2025-02-21 13:42","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","362816128","Control remoto","Dispositivos sin nombre","2025-02-21 12:29","2025-02-21 13:39","71","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-02-20 18:26","2025-02-20 18:28","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-02-20 18:12","2025-02-20 18:26","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1672983135","Control remoto","Dispositivos sin nombre","2025-02-20 18:03","2025-02-20 18:15","13","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1097283165","Control remoto","Dispositivos sin nombre","2025-02-20 17:51","2025-02-20 18:16","25","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-02-20 15:56","2025-02-20 16:27","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1542239145","Control remoto","Dispositivos sin nombre","2025-02-20 13:42","2025-02-20 14:03","21","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-02-20 12:43","2025-02-20 18:12","329","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","362816128","Control remoto","Dispositivos sin nombre","2025-02-20 12:20","2025-02-20 12:59","40","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","947014912","Control remoto","Dispositivos sin nombre","2025-02-20 10:10","2025-02-20 12:01","111","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-20 09:29","2025-02-20 13:52","264","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-20 09:28","2025-02-20 09:28","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-20 09:15","2025-02-20 09:21","7","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1306129934","Control remoto","Dispositivos sin nombre","2025-02-20 09:15","2025-02-20 09:15","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1389202435","Control remoto","Dispositivos sin nombre","2025-02-20 08:00","2025-02-20 08:01","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","947014912","Control remoto","Dispositivos sin nombre","2025-02-19 17:16","2025-02-19 17:43","27","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-02-19 16:21","2025-02-19 18:30","130","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1726622690","Control remoto","Dispositivos sin nombre","2025-02-19 16:06","2025-02-19 19:50","225","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1726622690","Control remoto","Dispositivos sin nombre","2025-02-19 15:03","2025-02-19 15:35","33","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","917676447","Control remoto","Dispositivos sin nombre","2025-02-19 14:00","2025-02-19 16:25","146","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1726622690","Control remoto","Dispositivos sin nombre","2025-02-19 13:52","2025-02-19 14:27","35","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","917676447","Control remoto","Dispositivos sin nombre","2025-02-19 12:16","2025-02-19 13:38","82","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","917676447","Control remoto","Dispositivos sin nombre","2025-02-19 12:11","2025-02-19 12:15","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1935805302","Control remoto","Dispositivos sin nombre","2025-02-19 11:30","2025-02-19 11:36","7","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","401860557","Control remoto","Dispositivos sin nombre","2025-02-19 11:19","2025-02-19 14:59","221","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","401860557","Control remoto","Dispositivos sin nombre","2025-02-19 11:14","2025-02-19 11:18","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","401860557","Control remoto","Dispositivos sin nombre","2025-02-19 10:14","2025-02-19 10:36","22","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1233836109","Control remoto","Dispositivos sin nombre","2025-02-19 09:55","2025-02-19 09:57","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1233836109","Control remoto","Dispositivos sin nombre","2025-02-19 09:44","2025-02-19 10:21","38","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1333013789","Control remoto","Dispositivos sin nombre","2025-02-18 16:30","2025-02-18 16:39","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","101513946","Control remoto","Dispositivos sin nombre","2025-02-18 14:30","2025-02-18 18:08","218","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1389202435","Control remoto","Dispositivos sin nombre","2025-02-18 13:21","2025-02-18 18:08","288","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1156362079","Control remoto","Dispositivos sin nombre","2025-02-18 13:00","2025-02-18 13:02","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1389202435","Control remoto","Dispositivos sin nombre","2025-02-18 12:54","2025-02-18 13:15","22","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1389202435","Control remoto","Dispositivos sin nombre","2025-02-18 12:47","2025-02-18 12:50","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1612304646","Control remoto","Dispositivos sin nombre","2025-02-18 12:10","2025-02-18 12:24","14","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1695401765","Control remoto","Dispositivos sin nombre","2025-02-18 11:30","2025-02-18 12:03","33","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1695401765","Control remoto","Dispositivos sin nombre","2025-02-18 11:26","2025-02-18 11:28","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-02-18 11:00","2025-02-18 11:08","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1612304646","Control remoto","Dispositivos sin nombre","2025-02-17 21:33","2025-02-17 21:59","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1935805302","Control remoto","Dispositivos sin nombre","2025-02-17 15:13","2025-02-17 15:44","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-17 12:24","2025-02-17 18:15","351","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-17 12:04","2025-02-17 12:21","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-17 11:50","2025-02-17 12:02","12","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-17 11:40","2025-02-17 11:50","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-17 11:03","2025-02-17 11:38","36","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-17 10:45","2025-02-17 10:53","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-02-17 09:37","2025-02-17 11:10","93","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-14 19:12","2025-02-14 19:20","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","864686503","Control remoto","Dispositivos sin nombre","2025-02-14 16:09","2025-02-14 17:51","103","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1140316017","Control remoto","Dispositivos sin nombre","2025-02-14 15:53","2025-02-14 16:53","60","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1140316017","Control remoto","Dispositivos sin nombre","2025-02-14 15:33","2025-02-14 15:56","23","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","864686503","Control remoto","Dispositivos sin nombre","2025-02-14 14:41","2025-02-14 15:45","65","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1767500994","Control remoto","Dispositivos sin nombre","2025-02-14 14:07","2025-02-14 15:58","111","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1767500994","Control remoto","Dispositivos sin nombre","2025-02-14 13:49","2025-02-14 14:06","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","864686503","Control remoto","Dispositivos sin nombre","2025-02-14 12:23","2025-02-14 13:17","55","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-02-14 12:21","2025-02-14 12:40","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1140316017","Control remoto","Dispositivos sin nombre","2025-02-14 12:07","2025-02-14 12:23","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-02-14 11:49","2025-02-14 11:57","8","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-14 08:29","2025-02-14 13:48","320","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1077625650","Control remoto","Dispositivos sin nombre","2025-02-13 12:58","2025-02-13 13:39","41","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","497416105","Control remoto","Dispositivos sin nombre","2025-02-13 11:16","2025-02-13 11:52","37","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1291756795","Control remoto","Dispositivos sin nombre","2025-02-13 11:15","2025-02-13 18:15","420","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1291756795","Control remoto","Dispositivos sin nombre","2025-02-13 11:07","2025-02-13 11:11","4","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1121565018","Control remoto","Dispositivos sin nombre","2025-02-13 10:56","2025-02-13 11:10","15","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1140316017","Control remoto","Dispositivos sin nombre","2025-02-13 10:32","2025-02-13 10:38","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1291756795","Control remoto","Dispositivos sin nombre","2025-02-13 10:31","2025-02-13 11:02","31","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1476722783","Control remoto","Dispositivos sin nombre","2025-02-13 09:26","2025-02-13 11:02","96","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-13 08:13","2025-02-13 15:01","409","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-13 08:07","2025-02-13 08:12","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-12 13:42","2025-02-12 17:04","202","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1053019340","Control remoto","Dispositivos sin nombre","2025-02-12 11:40","2025-02-12 12:06","26","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","947014912","Control remoto","Dispositivos sin nombre","2025-02-12 11:01","2025-02-12 14:05","184","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-12 10:24","2025-02-12 18:01","457","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-12 10:19","2025-02-12 13:28","189","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-11 17:54","2025-02-11 18:38","44","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-02-11 17:21","2025-02-11 17:53","32","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","947014912","Control remoto","Dispositivos sin nombre","2025-02-11 17:15","2025-02-11 18:37","82","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-11 16:18","2025-02-11 18:27","130","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","947014912","Control remoto","Dispositivos sin nombre","2025-02-11 11:08","2025-02-11 16:17","309","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-11 10:57","2025-02-11 14:25","208","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","196950700","Control remoto","Dispositivos sin nombre","2025-02-11 10:06","2025-02-11 11:17","72","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","408000897","Control remoto","Dispositivos sin nombre","2025-02-10 19:30","2025-02-10 20:08","38","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-10 16:46","2025-02-10 18:19","93","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1010344064","Control remoto","Dispositivos sin nombre","2025-02-10 15:32","2025-02-10 15:33","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-10 15:04","2025-02-10 16:45","101","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-10 14:57","2025-02-10 15:02","6","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-10 14:05","2025-02-10 15:02","57","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-10 13:54","2025-02-10 14:05","11","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","434146728","Control remoto","Dispositivos sin nombre","2025-02-10 13:12","2025-02-10 13:18","7","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1094975721","Control remoto","Dispositivos sin nombre","2025-02-10 12:37","2025-02-10 13:54","77","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","947014912","Control remoto","Dispositivos sin nombre","2025-02-10 11:13","2025-02-10 15:32","260","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1689705597","Control remoto","Dispositivos sin nombre","2025-02-10 11:09","2025-02-10 11:45","36","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1506756048","Control remoto","Dispositivos sin nombre","2025-02-07 18:12","2025-02-07 18:23","12","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1140316017","Control remoto","Dispositivos sin nombre","2025-02-07 13:40","2025-02-07 13:49","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-02-07 11:11","2025-02-07 13:28","137","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1140316017","Control remoto","Dispositivos sin nombre","2025-02-07 10:49","2025-02-07 14:56","247","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-02-07 08:58","2025-02-07 10:27","89","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-02-06 18:29","2025-02-06 20:38","129","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-02-06 18:10","2025-02-06 18:19","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","617170249","Control remoto","Dispositivos sin nombre","2025-02-06 16:16","2025-02-06 19:54","218","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-02-06 15:17","2025-02-06 16:21","65","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","616877564","Control remoto","Dispositivos sin nombre","2025-02-06 15:03","2025-02-06 15:17","14","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","617170249","Control remoto","Dispositivos sin nombre","2025-02-05 17:13","2025-02-05 17:16","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","716631076","Control remoto","Dispositivos sin nombre","2025-02-05 12:33","2025-02-05 13:29","56","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1347826534","Control remoto","Dispositivos sin nombre","2025-02-05 10:01","2025-02-05 10:17","17","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","922142656","Control remoto","Dispositivos sin nombre","2025-02-05 09:07","2025-02-05 13:09","242","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1737529887","Control remoto","Dispositivos sin nombre","2025-02-04 15:35","2025-02-04 15:54","19","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1737529887","Control remoto","Dispositivos sin nombre","2025-02-04 15:16","2025-02-04 15:37","21","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1126017702","Control remoto","Dispositivos sin nombre","2025-02-04 14:37","2025-02-04 14:38","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1402442679","Control remoto","Dispositivos sin nombre","2025-02-04 12:16","2025-02-04 12:25","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","922142656","Control remoto","Dispositivos sin nombre","2025-02-04 09:13","2025-02-04 09:22","9","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","375651849","Control remoto","Dispositivos sin nombre","2025-02-03 16:53","2025-02-03 16:55","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","375651849","Control remoto","Dispositivos sin nombre","2025-02-03 16:34","2025-02-03 16:38","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1136458048","Control remoto","Dispositivos sin nombre","2025-02-03 16:32","2025-02-03 16:34","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-02-01 14:41","2025-02-01 14:43","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","425991903","Control remoto","Dispositivos sin nombre","2025-02-01 14:36","2025-02-01 14:41","5","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-01-31 15:46","2025-01-31 18:06","141","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1284275489","Control remoto","Dispositivos sin nombre","2025-01-31 15:26","2025-01-31 15:28","2","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1284275489","Control remoto","Dispositivos sin nombre","2025-01-31 15:26","2025-01-31 15:26","1","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1851381575","Control remoto","Dispositivos sin nombre","2025-01-31 15:23","2025-01-31 15:25","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1284275489","Control remoto","Dispositivos sin nombre","2025-01-31 15:18","2025-01-31 15:21","3","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1284275489","Control remoto","Dispositivos sin nombre","2025-01-31 15:07","2025-01-31 15:17","10","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1284275489","Control remoto","Dispositivos sin nombre","2025-01-31 14:43","2025-01-31 14:59","16","None","0,00","Factura",""
"MDC - CAD/CAM","Sin nombre","1284275489","Control remoto","Dispositivos sin nombre","2025-01-31 14:22","2025-01-31 14:43","21","None","0,00","Factura",""
